unique_post_id,content,stress
thread_17279461_starter,"من 13 مهر پریود شدم
28 مهر رابطه بدون دخول داشتم و منی هم نزدیک واژنم ریخته نشد بعدشم رفتم دستشوئی چیزی نبود
نیم ساعت قبل رابطه ی تنسی 1ونیم
بعدشم دوساعت بعد  ی دونه دیگ تنسی 1ونیم
الان 5 روز پا درد و کمر درد و لگن درد شدید و سینه درد دارم
احتمال بارداری نیس؟؟",4.37037037037037
305127935,"داخل
، لکه کوچک و روشنی است که داخل
وجود دارد و با سونوگرافی دیده می‌شود و اغلب در بطن چپ
دیده می‌شود. باید توجه داشته باشید که این عارضه هیچ تاثیری در عملکرد
نخواهد داشت و در اغلب سونوگرافی‌های قبل از زایمان مشاهده می‌شود.",1.0
thread_14306709_starter,سلام من باردارم۱۸هفته ۵روزمه دیروز رفتم سونوگرافی آنومالی دکتر گفت توی کلیه چپش به اندازه۱/۷ورم خیفف وجود داره گفت نگران نباش رفع میشه سی دو هفتگی گفت برم سونو ببینم رفع شده یا نه وایی من خیلی استرس دارم تاحالا برا کسی پیش اومده,5.7407407407407405
thread_14651105_starter,"از دیشب واژنم نزدیک به دهانه رحم تیر می‌کشه
دردش شدید نیس مداوم هم نیست قطع و وصل میشه
طبیعیه؟
هفته هفتم",2.6296296296296293
382860609,"والا من دچار خونریزی شدم
رفتم گفتن قلبش میزنه دوباره سونو کردن گفتن مشکل جفت که پاییین
داروهم داده اندازه ۱۰ روز قرار برم حالا بعد این ده روز دوباره البته استراحت کردنم مهمه
زیر سه ماه البنه طبیعی جفت پایین باش من الان از سه ماه رد شدم ولی باز پایین",2.9999999999999996
337942326,ای بابا به من لانزوپرازول داده بود بعد کلی تحقیق و نگرانی زنگ زدم میگم این رو به همه میدی آخه تست روی انسان نشده گفت نخور😶اصلا مهم نیس واسشون😔 منم چیزی نخورم میمیرم,5.0
thread_7613212_nffff_1400/08/22 18:19,ما هم میدونیم خواهرم دوس پسر داره ۶ ساله باهمن ۵ ساله با هم میریم مسافرت و اینا مامان پسره هم میدونه با ابجیاش فقط باباش نمیدونه,1.0
410100403,"من چنین تجربه ای نداشتم .
ولی بعید میدونم بعد این همه وقت جای بخیه درد بگیره
بهتره یه معاینه بشید",1.0
413382620,"تپش قلب جنین رو که نمیشه حس کرد
حرکات خیلی ریز شبیه ترکیدن حباب یا لیز خوردن ماهی هست معمولا
والا یادم نمیاد اولین بار کی بود  با اینکه امسال بود",1.0
371304707,حق طلاق چیه؟حق تنصیف یه چیزی؟هنوز نرفته فکر طلاقین؟عقلتونو بکار بندازین...,2.0
346679829,"من استفاده کردم خیلی برام خوب بود سر سه روز التهاب و سوزشش و دردش رفت.
دو روز دیگه بزن.حتمن اثر میکنه",1.0
thread_18075029_starter,"سلام دوستان
من هفته ی پنجم و ۶ روز بارداری هستم
سه هفته هست که لکه بینی قهوه ای همراه با درد کم شکم دارم. یک روز دردم و لکه بینی بیشتر شد وقتی خسته میشم بیشتر میشه و بعدش باز کم میشه.
سن بارداریم توی سونو ۴ هفته از سن پریودیم کمتره
و هنوز صدای قلب سونو شنیده نشده
کسی با شرایط من بوده که بچش سقط نشده باشه.",5.7407407407407405
thread_18049840_starter,از چه محصولاتیش که خریدید راضی بودید,1.0
403769018,"خداروشکر
شاید حکمتی داشته
شما هم طبیعی اقدام کن هم ivf
من الان بهم میگن تخمک اهدایی بگیر.منی که مشکلی نداشتم.چون همسرم میتونه با ivf بچه دار بشه ولی تخمک که دیگه درست نمیشه
دنبال فرزندخواندگی هم هستیم
اگه نمیخوای مثل من تو این مسیرا بیفتی زودتر پیگیر ivf بشو",3.3703703703703702
384801328,"اون از رفلاکس معده و آب دهان زیاد می‌شده بوده
خیلی عذاب اوره منم داشتم",2.6296296296296293
407923106,"چند دیقه پیش منم همین تاپیکو زدم
یه لحظه حس کردم تاپیکیه که خودم زدم😑
منم دارم دیوونه میشم چت جی پی تی بالانمیاذ",2.9999999999999996
thread_13342745_starter,"من بخاطر قندم دارو ها میخوردم زیر نظر دکتر زنان
و یسری امپولا زدم
الان باردارم اصلا فک نمیکردم باردار شم این ماه هم اقدام دو بار بیشتر نبود هم اصلا فکرش نبودم
الان دکترم خارج از کشوره ۱۴ اردیبهشت منشیش گفت میاد😑😑😑
پروندمم دستشه ، اصلا یسری داروهارو من فراموش کردم چیا بود که برم به ی دکتر دیگه بگم شرایطمو و امپولارو
الان نمیدونم ادامه بدم دارو یا ن
تو نت فقط نوشته متفورمین و تا سه ماه ادامه بدید🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️
گیر افتادم",5.37037037037037
thread_11697019_starter,"من ۱۹ سالمه
سره یه موضوع خیلی مسخره چنان محکم کوبید تو صورتم که چشمام و دماغو هنوز درد می کنه از دیشب تا حالا اونم تو خیابون تازه البته کسی نبود
بعد من چشمام درد گرفت دو لا شدم دو دستی جلو چشمام گرفتم چشام بسته بود
همین طور که دولا بودم محکم کوبید تو کمرم
دیگه دوسش ندارم 😢",6.111111111111111
412336471,من خودم تو این شرایط بودم مادرم از صبح تا شب میرفت سرکار مارو تنها میزاشت نه غذایی بود نه سرگرمی نه لباس درست حسابی داشتیم این بهترین کاره بچه ها غذا میخوان لباس میخوان ارامش میخوان جهنم که مادر پدر نباشه کاش مادرم منو خواهرامو میزاشت بهزیستی اگه تو این شرایط باشم خودمم قطعا همین کارو میکنم این بهترین راهه,4.0
thread_13509923_starter,من با قرص سقط کردم ۶ تا استفاده کردم دردم شدید شد رفتم بیمارستان دو تا ی دیگه رو بعد دو ساعت استفاده کردم الانم با وجود ۶ ساعت خونریزیم قطع شده و تب و لرز دارم چکار کنم,7.370370370370369
thread_17737387_starter,سلام دوستان کسی هست که اکوی قلب جنین گفته باشن مشکل داره ولی سقط نکرده و بچه سالم به دنیا اومده باشه؟اگه تو اطرافیانتون هم دیدین بی زحمت بگین ممنون,3.111111111111111
411962590,بابا مگه میخان بیان داخل کتکشون بزنن یجور میگی آرامش خانواده مهم نیست مگه ،کلا ده دقیقه بازدیده خب پول لازم شده میخاد بفروشه چکار کنه بنظرتون ؟دیگه چون خونه رو اجاره داده باید قیدشو بزنه ،اصلا منطقی نیست این مدل اذیت کردنا,2.9999999999999996
343769000,اگر تو آزمایشات نوشته نشده نخور عزیز حتی اگر دکتر تجویز کرده بارداری واقعا دوره حساسی هست دختر عموی منم اقدامی دکتر بش گفت زینک بخوره با اینکه کمبود زینک نداشت دوزشم ۱۵۰۰۰ بود مسموم شد، حالا باردار نبود چون مسومیت با زینک خیلی خطرناکه ممکنه باعث مرگ شه اگر حامله بود خدای ناکرده ممکن بود جفتشون بمیرن.,1.6296296296296298
347763620,نترس منم هفت ماهگی دچار افسردگی شدید شدم و همش همین فکرا که نکنه بچم طوریش بشه وکلی فکر دیگه بود ولی مصرف کردم و بچم سالم سالمه,2.9999999999999996
289478095,عزیزم حالا ما احتمالات و نظرمونو گفتیم ولی برای فهمیدن دلیل واقعیش که حتما باید بری دکتر اگه اذیتی و تکرار میشه هر سری,1.0
350906409,وقتی یا وزن ۱۲۰ کیلو باردار شد فرقی تو ظاهرش ایجاد شد؟ سونوگرافی میتونست یچه‌رو ببینه؟,1.0
322775660,"برات صلوات فرستادم ان شاالله  بارداریت به سلامتی باشه گلم...
اگه دوست داشتی برو این مطالبو بخون برای زیبایی و هوش و خوش اخلاق و خوش روزی بودن بچه و........ داره
اگه دقیق انجام بدی نتیجه صد در صدی میگیری .
دوستم پسر داره من دختر اون تو بارداریش بیشتر انجام داد و دقیق تر .. دختر من هرجا میرم ازش عکس میگیرن میگن وای چقدر قشنگه .. ولی وقتی با پسر دوستم هست همه توجه ها به اونه از دختر من خیلی قشنگتره
اگه میخوای بچت تو فامیل از همه نظر زیبایی و اخلاق و... تک باشه بخون و انجام بده .. فقط اونایی که می‌ترسی نخور مثل رازیانه و....❌️❌️❤️
فارغ از هر دین و باوری آدم دوست داره بچه های باهوش وسالم و خوبی داشته باشه ... که نه غصه دیر راه افتادنش یا دیر حرف زدنشو داشته باشه نه غصه ناله نفرین دیگران...🚫
اگه دوست داری بچه باهوش و خوش اخلاق و باایمان و زیبا داشته باشی این مطالبو بخون و انجام بده ❌❌❌
یادت باشه
شخصیت و اخلاق و ایمان و عقل و همه چی بچت به دست تو میخواد شکل بگیره... پس حسابی تلاش کن ..
توی حاملگی همه کارارو بکن بچت دنیا بیاد نصف راهو رفتی
یه مثال هست که میگه ذات بد نیکو نگردد چون که بنیادش بد است ... پس بنیاد بچتو عالی بساز .. وسعی کن تو اون نه ماه از گناه دوری کنی ....
غیبت ..تهمت...حسودی... دروغ.. یاهرچی که گناهه تو اون نه ماه دوری کن ازش 💓موفق باشین عزیز
https://www.ninisite.com/profile/forum/topic?topicId=10683214&slug=خانم-های-باردار-یاهرکی-در-آینده-میخواد-باردار-بشه-بدو-بیا&postId=308706153",1.0
267767458,"❖═▩ஜ••🍃🌸🍃••ஜ▩═❖
#ختم_شخصی
#بچه_دار_شدن
⚠️توجـــــــــــــــــــــــــــه⚠️
اگر مشکلتون مشابه مشکل این بنده خدا
هست میتونید از این ختم استفاده کنید❤️
🖊🌹ســـــــــــــــوال⤵️
سلام برای بچه دارشدن چی بخونم خیلی انتظار میکشم و خیلی ختم برداشتم ولی هنوز حاجت نگرفتم ممنون میشم ی ختم بگید معجزه بشه منم دامنم سبز بشه😔😔
🖊🌹جـــــــــــــــــواب⤵️
سلام علیکم
ختم ۲۲روزه بگیرید
⚠️سوره بقره ۲۸۶آیه دارد
هر روز ۱۳آیه میخونید
+آیه ۷۲نحل ۷۰مرتبه
و آیه ۳۲نور ۱۴مرتبه میخوانید
ختم هدیه کنید به حضرت علی و حضرت زهرا
ختم فوق العاده قوی و موثر است دریغ نفرمایید اگر حاجت گرفتید باید ادامه بدهید تا ۲۲روز✋🏻✋🏻✋🏻
🔻با منتشرڪردن پیامها ↯با لینک↯ درثواب آنها شریڪ شوید🔺
✒️ ★᭄°ْ🇯‌🇴‌🇮‌🇳°ْ↯↷↓
https://eitaa.com/joinchat/1359151313Ca784b55c77
•┈┈••✾•◈💠◈•✾••┈┈•",1.6296296296296298
thread_13738914_starter,"وای ت رو خدا استرس گرفتم دارم میمیرم اگر چند نفر الان نیان جوابمو ندن همینجا سکته میزنم واقعا دارم میگم سرم درد گرفته حس میکنم دارم سکته میکنم انقدر ترسیدم
۱۴ سالمه بعد من با چشپام کلا مشکل دارم همش دست میکنم توشون قی در بیارم یا خسته ان فشارشون میدم جیریق صدا میدن سر همینه ک الان چند وقته دو تا خط قهوه ای افتادن گوشه غده اشکیم الان چشم سمت راستم درد پیکرد فشار دادم صدا داد دیگه صدا نداد از اون موقع حس میکنم اب داره میاد بیورن طا چشمم بعد نفازولین انداختم قرمزیش ک ب خون میزد کمرنگ شد
الان دسن زدم حس میکنم چشم راستم از چشم چپم بیتشر رفته تو مثلا دست میزارم رو پلکم راس صافه ولی چپ برجستگی داره میشه بگید این چیه الان چشمم نکنه بیفته تو جمجمم بره تو سرم در بیادی ینی
عمل میخواد؟
التمساتون میکنم جواب بدید دکترم نیمبره مامانم حتی بهش میگم دست بزن میگه ب من ربطی نداره ت رو خدا اگر میبینید جوابمو بدید براتون کلی دعا پیکنم ت رو خدا جواب بدیدد",8.11111111111111
thread_15569844_starter,سلام دوستان میخوام تجربم رو بنویسم واستون من سقط داشتم دوتا دیگه بچه دار نمیشدم دوبار آی وی اف کردم سه بار آی یو آی چندین بار قرص خوردم ولی اصلا نتیجه نمیگرفتم شروع کردم به کرده نخل نر خوردن هم خودم هم شوهرم که اسپرماش ضعیف بودن گفتم دیگه من همه تلاشم رو کردم دیگه هیچ دکتری نمیرم بعد ۷ ماه یهو دیدم بدون هیچ دارویی باردار شدم و حس خیلی خوبیه گفتم با شما هم در میون بزارم که هیچ وقت قدرت خدا رو دست کم نگیرید,2.0
thread_16510280_starter,بچه ها من 33 هفتمه باردارم امروز رفتم بهداشت مراقبت داشتم بعد ضربان قلبمو گفت بالاعه 110 بود میگه هر وقت میای بالای 100 هستش و اصن طبیعی نیس و باید بری دکتر داخلی یا قلب چون خطرناکه کسی بوده عین من باشه واقعا خطرناکه چون تو گوگل نوشته بین 60 تا 100 باید باشه ولی تو بارداری 10 تا 20 بره بالا مشکلی نداره طبیعیه آیا دکتر نیازه برم,4.7407407407407405
396592260,وا همسایمون بیمه سلامته یک ماه پیش زایمان کرد بیمارستان دولتی البته سزارین هم بود شد۳۰۰هزار تومن کجایی مگه شما,1.6296296296296298
339967819,"همه اینارو بذار کنار قشنگ
صبح و شب توی ساعت مشخص بهش پدی لاکت بده حتما هم تو یخچال نگهداری کن باکتری زنده داره خراب میشه
شبا هم چند قاشق چایخوری نعناع نبات بده
و اینکه اگه شیر خودتو میخوره به غذاهایی که خودت میخوری دقت کن
من دوقلو داشتم خیلی عذاب کشیدم سر کولیک یه روز یکی میگرفت فرداش این یکی فقط گریه خیلی عذاب آخرش اینجور کنترل کردم",2.9999999999999996
385668599,دقیقاً به من گفتن سنت زیاده🥺🤕😔,2.3703703703703702
thread_17503602_starter,از غروب که جواب ازمایش ان تی مرحله ی اول سه ماهه ی اول رو بردم پیش دکتر و گفت باید حتما آمینو سنتز بشی دارم می میرم گفت به خاطر سنت که بالای 37ساله و همچنین ان تی ازمایش رو بالا زده تو سونو ان تی نرمال بود ولی ازمایشش ریسک زده باید حتما آمینو سنتز بشم لطفا هر چی اطلاعات دارین در این مورد بهم بگید چون تا دوهفته ی دیگه از ترس می میرم,7.111111111111111
412037409,"اوفففف دیگه دارم خل چل میشم یک لحظه به خودم فکر نمیکنم هی به فکر این بچه هام 😕
داشتم میگفتم اینا دنیا بیان حداقل ده سال دیگه اسم حاملگی رو نمیارم من غلط کردم😅",5.37037037037037
249384092,"من بتام 39999 بود هفت هفته بودم
گفت چن قلو هست یا مول
هیچکدوم نبود یه دخترگل بود.
اولش ترسیدم با این بتا گفتم حتمن خارج رحمی هست ولی اومدم اینجا دیدم تا 70000 هم بوده و یکی بوده بچه خیالم راحت شد",2.6296296296296293
308929912,"ماماها زایشگاه میگن ختم بارداری خداروشکر بچشم تکون میخوره توروخدا کسی تجربه داره بگه؟
بعد چندسال بچه دار شده سنشم بالاست توروخدا راهنمایی کنید😭😭😭😭😭",6.111111111111111
thread_16387430_starter,"دو روزه دارم از درد میمیرم دیشب رفتم اورژانس بخاطر درد کمر لگن و گهگاهی واژن
فرستادم سونو ضربان قلب جفت و کلیه ها همه چی خوب بود نه ترشحی دارم نه لکه بینی هفته ۱۷ و سه روزمه
درد امونم برده دکتر شیاف نداد یه سرم زد گف همچیت نرماله
دردش زده به مقعدم میشینمم درد میگیره میزنه پهلوها دهنم خشک میشه توروخدا کسی تجربه منو داشته بگه چیکار کنم دکتر میگه طبیعیه پس چرا دردش روز ب روز بیشتر میشه",7.370370370370369
381201065,"تفکر هزار و چهارصد ساله با دونسل دیگه درست نمیشه
سعدی به روزگاران مهری نشسته در دل
بیرون   نمیتوان  کرد   الا   به   روزگاران
.",1.0
369270210,پس چطور تو سونو هنوز ساک رو نشون میده 🥺,2.0
412778392,"الهیی 😔💔🙂🥺
نون خشک میخورن؟
نون خیس شده چطور؟
برنج خشک یا عدس خشک و جو دوسرپرک نمیدونم
میشه یا نه 🥲",2.6296296296296293
412365704,این درسته ولی به نظر شما اونی که پسر اه وپیف میکنه هم خیلی با کمالاته یه زن آزاد هست که پسر دوست داشته باشه یا دختر دلیل نمیشه که بقیه بریزن سرش ینی جوری شده اونی که بچش پسر سعی میکنه خوشحالیشو بروز نده,2.3703703703703702
288883327,"اشتباه کردم🤕
حالا امکان بارداری هست یا نه؟
اسپرمی خالی نشده توی واژن
اما میترسم تو ترشحات اسپرم وجود داشته باشه",3.7407407407407405
343404242,گریه میکرد میگفت مریضی بدی گرفتم آبروم میره هیچکس منو خونه اش راه نمیده...دوشنبه صبح ساعت ۵فوت کرد,2.6296296296296293
411672450,تجربه هماتوم ندارم عزیزم ولی من دهانه رحمم هفته ۲۳ باز شد هماتوم با استراحت برطرف میشه عزیزم تا جایی که میتونی رعایت کن,1.6296296296296298
401899114,آخه دو بارم خواب دیدم سقط کردم رفتم خاکشون کردم به یاد خوابم می‌افتم بیشتر حالم بد میشه,4.7407407407407405
397627489,"بله ان تی همینه
۱۲ هفته و ۳ روز میگن بهترین زمانشه
بعد با جواب سونو میری دکتر یه ازمایش مینویسه برات.
باید قبل از ۲۴ ساعت از سونو ازمایشو بدی.
یه حدودی میگن ولی دقیق نیست.
برای بیمه هم بپرس از چندجا ببین کجاها قرار داد دارن",1.0
408982773,ببین اگه زودبه زود میشه دردش یعنی آره آماده باش ولی نه اومد ول کرد چیزی نیست,1.0
thread_17590773_starter,من باردارم شنبه خدابخاد سرارین میشم.کل بارداریم خانوادم هیییچ خمایتی نکردن.ن اومدن کمکم ن اینکه اینکه یرام غذا فرستادن ن حداقل خوراکی میفرستادن.من بچه سومم..همونا هم کمکی نداشتن.دختر اولم مادرشوهر پیرم اومد شنبه بیمارستان.بعدی خدماتی پول دادیم اومد.الانم من کلی استرس کشبدم چون سزارین اورژانسی بابد بشم شرایطم سختتر میشه.با ی خدماتی صخبت کردم بتونه پول بدیم شب بیاد پیشم...کلی دلم گرفته ک خونوادم هیچوقت حمایت نکردن و پشتم نبودن.و حتی بدردم نخوردن.من چهار خواهر دارم.از اونا انتظاری نداشتم بدرد بخورن غیر ی نفر ک از شانس لهم مامانم بعد چهل سال خواست عمل واریس کنه دقیقا زمان زایمان منه و قرار بود بره پیش همین خواهرم ک ی جورای دلسورتر از بقیه هس,7.111111111111111
thread_17848952_starter,آبرسان دراماتیکالیش که بی رنگه،زردش نه، اونی که بی رنگه، محصولش تو شیشهس یا پلاستیکیه؟ لطفا هرکسی مطمئنه جواب بده,1.0
408497824,"من در هر دو بارداریم داشتم
الانم درد دارن اووف کی هفته ۲۳میاد🥴",2.9999999999999996
thread_17486203_starter,سلام من طبق تاریخ پریودیم ۹ هفتمه اما سنو رفته بودم ۲ هفته پیش گفت ۶ هفتست ساک حاملگی و کیسه زرد رویت شد اما جنین نبود بعد از دو هفته که میشه ۸ هفته رفتم سنو جنین بود اما ضربان نداشت . زد احتمال سقط فراموش شده هست و سنو رو باید ۵ روز دیگه تکرار کنم .کسی بوده شرایطه منو داشته باشه ضربان قلبه بچش اوکی شده باشه؟خونروزی و ترشح ندارم. حالت تهوع هم دارم هنوز .خیلی نگرانم,6.111111111111111
thread_13602365_starter,"شوهرم رفته خونش دیده داره بطری نوشانه و اشغالهای پلاستیکی و قوطی کنسرو و اینا رو از تو خونه اش جمع میکنه، شوهرم گفته میخوای چکار کنی؟ گفته میخوام بفروشم برم با پولش برای خودم گوشی بخرم😳😳شوهرمم هم رفتا 30 میلیون داده واسه اش گوشی خریده. حالا میگم جرا اینکار کردی؟ 3 ماه دیگه بچه مون دنیا میاد باید براش سیسمونی بخریم و پول بیمارستان بدیم. میگه سیسمونی رو که مادر تو باید بخره🤕🤕بچه رو هم طبیعی دنیا بیار، پول سزارین ندارم😭😭
من واقعا نمیدونم با این ادم چکار کنم. اینقدر حرص خوردم تگش قلب گرفتم",6.7407407407407405
thread_9273837_starter,"چی خوردین که خوب وزن گرفت
سمنو خوبه؟
چه خوراکی هایی خوبه روی هوشش هم تاثیر میزاره جز ماهی و امگا سه",1.0
348984910,ببین مادری درک میکنم ولی رو خودت کار کن دیگه پشتشو نگیری جلو پدرش بعدأ اصلأ هربلایی دلت خاست سر باباش دربیار ولی جلوی بچه هرگز ما همیشه از بابامون حساب بردیم همیشه احترامشو داشتیم قدرشو میدونستیم چون مامانم همیشه احترام میذاشت هیچوقت بابامون ب طرز فجیخی کتککمون میزد مامانم اصلأ دخالت نمیکرد اما بیچاره مامانم بهمون تو میگفت بابام خودشو مینداخت وسط ما هیچوقت ن از مامانمون ترسیدیم ن احترامی گذاشتیم ن قدرشو دونستیم,2.9999999999999996
thread_16582544_starter,دوستان دکتر برام قرص سایتوتک نوشت .چون سنم بالاس و گفت مشکل ژنتیکی داره باید سقط شه .دستورش داده .فقط،گفتم از شما بپرسم که اگه تجربه دارین چه چیزهایی همراش بخورم دردم کمتر باشه یا ازیت نشم .چکار کنم.,4.7407407407407405
thread_17140656_starter,خانوما من ۳ سال پیش متوجه شدم زیر شکمم دقیقا ردی ناحیه تناسلی سمت چپم یکم متورم شده رفتم دکتر زنان گفت سونو بده بعدش گفت چیزی نیست فتق  منم جدی نگرفتم الان درد دارم و اون تورم اومده پایین تر بین کشاله رونم و ناحیه تناسلی و سفت شده  رفتم سونو دادم دکتر سونو گفت ن فتق نیست گوشت اضافس,3.3703703703703702
thread_17823138_starter,"میگم تقریبا ۵روز بعد موعد بتا ۱۲۸/۵
کمه؟
امشب باید برم آزمایش دوم حتما باید ۴۸ساعت باشه
دوسه ساعت قبلش نمیشه؟",2.3703703703703702
thread_17790510_starter,سلام من ۷ هفته بودم رفتم سونو قلب نداشت گفت سقط کن من الان موندم چیکار کنم کارم شدع گریع کلی نذرو نیاز کردم 😞شما کمکم کنین چیکار کنم,6.7407407407407405
thread_9443994_starter,"سلام من تو هفته ۱۳ هستم
هر قدر تو می نی سایت گشتم همه اطلاعات و صحبت‌ها قدیمی بودن
دوست دارم این دوران تنها نباشم
چون خیلی وقتها نگرانی ها اذیتم می‌کنه مثل الان که از سلفری دارم و منتظرممممم",4.7407407407407405
325706786,"چه تلخ
متاسفم
خدا رحمتش کنه جایگاهش بهشت باشه
به بازماندگان صبر و اجر بده
براش قرآن و فاتحه و صلوات بفرست
نماز هدیه بخون
خیرات بده
دستش کوتاهه",1.0
356407157,من برای عقدم استرس داشتم سمبل طیب دم کردم که از استریک کم بشه. چون مقدارش زیاد بود صدام گرفت و در نیومد🤣🤣🤣,3.3703703703703702
396266542,"نه کمر و لگن داره جا باز میکنه.
اگه شدیدتر شد یا لکه بینی داشتی برو دکتر",1.0
342507977,توبه کن و به خدا قول بده دیگه تکرار نمیکنی و برو وضو بگیر برای عاقبت به خیری و سلامت روح و جسم جنینت پیش خدا دعا کن.خدا ارحم الراحمینه,1.0
thread_15738399_starter,"سلام من ۲۰ ام ماه قبل پریود شدم یه روز دیگه باید دوباره پریود بشم
من گاهی وقتا علایم خستگی و خواب الودگی دارم .کمرم تیر میکشه گاهی وقتا . غذا که بخورم نفخ شدید میکنم . یه دو سه باری هم حالت تهو داشتم ولی بالا نیوردم
ممکنه باردار باشم یا عادیه ؟؟؟؟",2.3703703703703702
thread_12481148_starter,"سلام خاهش میکنم کسایی ک تجربه دارن کمک کنن
من هفته ۸ فهمیدم باردارم قرص سایتوتک تهیه کردم و ده تا مصرف کردم واژینال و زیر زبانی
ک  چنتا لخته ازم دفع شد و فک کردم جنین هست نرفتم سونو بعد چن هفته رفتم  دیدم سقط نشده  هفته ۱۴  بودم
بعد ب ناچار  باز قرص سایتوتک تهیه کردم مصرف کردم  ده تا ب همون صورت این سری دیگ چیزی ازم دفع نشد  هفته ۱۵ هستم سونو  روتین انجام دادم گف ضربان قلب و اینا مایع اینا و حرکات جنین نرماله  با این بیس تا قرصی ک من‌مصرف کردم  بچه ناقص میشه خواهشن کسی ک تجربه داره ترو خدا بهم کمک کنید دارم از استرس میمیرم اگه کسی تجربه ای داره ب نظرتون با بیستا قرصی ک مصرف کردم صلاحه ب دنیا بیارمش اگ سالم بود خیلی پشیمونم بچه اولمه  خیلی استرس دارم خواهش میکنم کمک کنید",8.37037037037037
319600734,"از سایت یا اپلیکیشن سینما تیکت
فیلم و سینما رو انتخاب می کنی زمان ها و صندلی های خالی رو میاره
بعد هم یه کد میده که دم ورودی سینما باید کد رو تو دستگاه بزنی و بلیط رو بگیری",1.0
406318764,"بچش که داغونه، خودشم انگار تو جهنمه بیچاره
خدا به دادش برسه
پدر شریفش با سن بالا دستفروشی میکنه شرق تهران و نمیتونه بره خونه پدرش چون خواهرشم شوهرش مرده و با یه بچه اونجاس. داداششم عصبیه و بچشو کتک میزنه بره اونجا.
شوهرشم گفته اگه نره از خونش با چاقو....
چون قبلا مهریش رو بخشیده شوهرش پرو شده",2.259259259259259
266908403,وااای نگو . حالم خرابه دارم می میرم . سه روز قهریم رفته .  عقدیم هنوز خونه مشترک نداریم . پسفردا تولدشه موندم چیکار کنم . وقتی داشت میرفت گفتم من طلاقمو می گیرم این زندگی نیست اونم خیلی ترسید ولی ناراحت شد و رفت . منم حق طلاق دارم اللن هرلحظه فکر میکنم طلاقمو میخوام بگیرم . نمیدونم باید چیکار کنم هیچ عکس العملی نشون ندم واسه تولدش؟ یا چی؟,7.370370370370369
thread_12981137_starter,"سلام
دکتر دارو بهتون چیا داده؟ به من پماد موضعی کلوترمازول داده روزی دو بار. کم شده بود ولی دوباره که قطع کردم زیاد شده.
صبح ها که از خواب بیدار میشم مثل آب روان انگار ازم خارج میشم. شما هم اینجوری بودین؟ ولی خب بقیه روز اینجوری نیستم.
دکتر واسه شنبه نوبت داده",2.6296296296296293
377574643,من قبلا لاغر بودم بعد زایمانهام پوست اضافی نیاوردم ولییییی ترک پوستی🤧😫تا دلت بخواد,1.3703703703703702
346444451,من تهرانی نیستم از طرف محل کارم معرفی شدم یک هفته ای وقت دادن. تمام آزمایش ها هم همون روز انجام دادم چون باید برمیگشتم شهرم.,1.0
thread_15861502_starter,عزیزان برای اینکه راحتر سقط انجام بشه  چی میتونیم بخوریم,2.259259259259259
278412666,"الهی😍 خدا حفظش کنه
نمیدونم چرا عاشق اینجور کارا شدم چندوقتیه تازه باردار هم نیستم هنوز
یادتون هست کع خانوما توی تاپیکایی کع میزدید چیا میگفتن؟ چیزایی که جدید باشه",1.0
401016484,"من ۳ هفته تو ماه پنجم خونریزی پیدا کردم و استراحت مطلق شدم
والا مادرم و ۳ خواهرم تو شهر خودمونن فقط تلفنی احوالپرسی کردن
خودم پا میشدم غذا میپختم ظرف میشستج اما جارو هفته ای ی بار همسرم",5.37037037037037
thread_6236169_yaas1392_1400/01/20 20:40,"بارداری همینه بعد سونوی قلب استرس ان تی بعد انومالی بعد ازمایش دیابت و اینا بعد استرس زایمان
کلا همینه تازه اصل ماجرا بعد تولد بچه ست😑😂😂
خلاصه روزای روشن خداحافظ✋🏻😂😂",3.6296296296296298
403182267,پسر من نه میشه بهش دارو داد نه هم میزاره سرم بزنم ۴سالشه اصلا گیر افتادم همون شیافم دیشب کلی گریه کرد 😓,5.37037037037037
thread_12607907_بانوآبی_1402/09/21 22:25,غلط کرده دهن کجی کرده بهش بگو ادم ناحسابی بفهم این مرده که تایین می کنه بچه دختر باشه یا پسر نه زن چون زن دوتا آللxx داره که یکیش به بچه میده مردxyکه این yکه تایین می کنه پسر باشه اگه ژن xبده دختر می شه بعدم پسر چه گِلی می خواد به سرش بزنه که دختر نمی تونه,2.259259259259259
