unique_post_id,content,stress,prescreen_score,prescreen_class_name
thread_17848952_starter,آبرسان دراماتیکالیش که بی رنگه،زردش نه، اونی که بی رنگه، محصولش تو شیشهس یا پلاستیکیه؟ لطفا هرکسی مطمئنه جواب بده,1,3.192764329753118,Low
408497824,"من در هر دو بارداریم داشتم
الانم درد دارن اووف کی هفته ۲۳میاد🥴",3,3.191222620194821,Low
thread_17486203_starter,سلام من طبق تاریخ پریودیم ۹ هفتمه اما سنو رفته بودم ۲ هفته پیش گفت ۶ هفتست ساک حاملگی و کیسه زرد رویت شد اما جنین نبود بعد از دو هفته که میشه ۸ هفته رفتم سنو جنین بود اما ضربان نداشت . زد احتمال سقط فراموش شده هست و سنو رو باید ۵ روز دیگه تکرار کنم .کسی بوده شرایطه منو داشته باشه ضربان قلبه بچش اوکی شده باشه؟خونروزی و ترشح ندارم. حالت تهوع هم دارم هنوز .خیلی نگرانم,5,6.050957699327682,Very High
thread_13602365_starter,"شوهرم رفته خونش دیده داره بطری نوشانه و اشغالهای پلاستیکی و قوطی کنسرو و اینا رو از تو خونه اش جمع میکنه، شوهرم گفته میخوای چکار کنی؟ گفته میخوام بفروشم برم با پولش برای خودم گوشی بخرم😳😳شوهرمم هم رفتا 30 میلیون داده واسه اش گوشی خریده. حالا میگم جرا اینکار کردی؟ 3 ماه دیگه بچه مون دنیا میاد باید براش سیسمونی بخریم و پول بیمارستان بدیم. میگه سیسمونی رو که مادر تو باید بخره🤕🤕بچه رو هم طبیعی دنیا بیار، پول سزارین ندارم😭😭
من واقعا نمیدونم با این ادم چکار کنم. اینقدر حرص خوردم تگش قلب گرفتم",6,6.044186098883074,Very High
thread_9273837_starter,"چی خوردین که خوب وزن گرفت
سمنو خوبه؟
چه خوراکی هایی خوبه روی هوشش هم تاثیر میزاره جز ماهی و امگا سه",1,3.20755998804816,Moderate
348984910,ببین مادری درک میکنم ولی رو خودت کار کن دیگه پشتشو نگیری جلو پدرش بعدأ اصلأ هربلایی دلت خاست سر باباش دربیار ولی جلوی بچه هرگز ما همیشه از بابامون حساب بردیم همیشه احترامشو داشتیم قدرشو میدونستیم چون مامانم همیشه احترام میذاشت هیچوقت بابامون ب طرز فجیخی کتککمون میزد مامانم اصلأ دخالت نمیکرد اما بیچاره مامانم بهمون تو میگفت بابام خودشو مینداخت وسط ما هیچوقت ن از مامانمون ترسیدیم ن احترامی گذاشتیم ن قدرشو دونستیم,3,4.203233615702629,High
thread_16582544_starter,دوستان دکتر برام قرص سایتوتک نوشت .چون سنم بالاس و گفت مشکل ژنتیکی داره باید سقط شه .دستورش داده .فقط،گفتم از شما بپرسم که اگه تجربه دارین چه چیزهایی همراش بخورم دردم کمتر باشه یا ازیت نشم .چکار کنم.,4,5.88303542344147,High
thread_17140656_starter,خانوما من ۳ سال پیش متوجه شدم زیر شکمم دقیقا ردی ناحیه تناسلی سمت چپم یکم متورم شده رفتم دکتر زنان گفت سونو بده بعدش گفت چیزی نیست فتق  منم جدی نگرفتم الان درد دارم و اون تورم اومده پایین تر بین کشاله رونم و ناحیه تناسلی و سفت شده  رفتم سونو دادم دکتر سونو گفت ن فتق نیست گوشت اضافس,3,5.971337998445961,Very High
thread_17823138_starter,"میگم تقریبا ۵روز بعد موعد بتا ۱۲۸/۵
کمه؟
امشب باید برم آزمایش دوم حتما باید ۴۸ساعت باشه
دوسه ساعت قبلش نمیشه؟",2,4.199547040050675,Moderate
thread_17790510_starter,سلام من ۷ هفته بودم رفتم سونو قلب نداشت گفت سقط کن من الان موندم چیکار کنم کارم شدع گریع کلی نذرو نیاز کردم 😞شما کمکم کنین چیکار کنم,6,6.012612350770532,Very High
thread_9443994_starter,"سلام من تو هفته ۱۳ هستم
هر قدر تو می نی سایت گشتم همه اطلاعات و صحبت‌ها قدیمی بودن
دوست دارم این دوران تنها نباشم
چون خیلی وقتها نگرانی ها اذیتم می‌کنه مثل الان که از سلفری دارم و منتظرممممم",4,5.983273492893204,Very High
325706786,"چه تلخ
متاسفم
خدا رحمتش کنه جایگاهش بهشت باشه
به بازماندگان صبر و اجر بده
براش قرآن و فاتحه و صلوات بفرست
نماز هدیه بخون
خیرات بده
دستش کوتاهه",1,3.193111559987301,Low
356407157,من برای عقدم استرس داشتم سمبل طیب دم کردم که از استریک کم بشه. چون مقدارش زیاد بود صدام گرفت و در نیومد🤣🤣🤣,3,3.192536961526457,Low
396266542,"نه کمر و لگن داره جا باز میکنه.
اگه شدیدتر شد یا لکه بینی داشتی برو دکتر",1,3.204865212761433,Moderate
342507977,توبه کن و به خدا قول بده دیگه تکرار نمیکنی و برو وضو بگیر برای عاقبت به خیری و سلامت روح و جسم جنینت پیش خدا دعا کن.خدا ارحم الراحمینه,1,3.198820366749715,Low
thread_15738399_starter,"سلام من ۲۰ ام ماه قبل پریود شدم یه روز دیگه باید دوباره پریود بشم
من گاهی وقتا علایم خستگی و خواب الودگی دارم .کمرم تیر میکشه گاهی وقتا . غذا که بخورم نفخ شدید میکنم . یه دو سه باری هم حالت تهو داشتم ولی بالا نیوردم
ممکنه باردار باشم یا عادیه ؟؟؟؟",2,5.898454121659597,High
thread_12481148_starter,"سلام خاهش میکنم کسایی ک تجربه دارن کمک کنن
من هفته ۸ فهمیدم باردارم قرص سایتوتک تهیه کردم و ده تا مصرف کردم واژینال و زیر زبانی
ک  چنتا لخته ازم دفع شد و فک کردم جنین هست نرفتم سونو بعد چن هفته رفتم  دیدم سقط نشده  هفته ۱۴  بودم
بعد ب ناچار  باز قرص سایتوتک تهیه کردم مصرف کردم  ده تا ب همون صورت این سری دیگ چیزی ازم دفع نشد  هفته ۱۵ هستم سونو  روتین انجام دادم گف ضربان قلب و اینا مایع اینا و حرکات جنین نرماله  با این بیس تا قرصی ک من‌مصرف کردم  بچه ناقص میشه خواهشن کسی ک تجربه داره ترو خدا بهم کمک کنید دارم از استرس میمیرم اگه کسی تجربه ای داره ب نظرتون با بیستا قرصی ک مصرف کردم صلاحه ب دنیا بیارمش اگ سالم بود خیلی پشیمونم بچه اولمه  خیلی استرس دارم خواهش میکنم کمک کنید",8,6.036170067843614,Very High
319600734,"از سایت یا اپلیکیشن سینما تیکت
فیلم و سینما رو انتخاب می کنی زمان ها و صندلی های خالی رو میاره
بعد هم یه کد میده که دم ورودی سینما باید کد رو تو دستگاه بزنی و بلیط رو بگیری",1,3.189364086822025,Low
406318764,"بچش که داغونه، خودشم انگار تو جهنمه بیچاره
خدا به دادش برسه
پدر شریفش با سن بالا دستفروشی میکنه شرق تهران و نمیتونه بره خونه پدرش چون خواهرشم شوهرش مرده و با یه بچه اونجاس. داداششم عصبیه و بچشو کتک میزنه بره اونجا.
شوهرشم گفته اگه نره از خونش با چاقو....
چون قبلا مهریش رو بخشیده شوهرش پرو شده",3,4.19202775454005,Moderate
266908403,وااای نگو . حالم خرابه دارم می میرم . سه روز قهریم رفته .  عقدیم هنوز خونه مشترک نداریم . پسفردا تولدشه موندم چیکار کنم . وقتی داشت میرفت گفتم من طلاقمو می گیرم این زندگی نیست اونم خیلی ترسید ولی ناراحت شد و رفت . منم حق طلاق دارم اللن هرلحظه فکر میکنم طلاقمو میخوام بگیرم . نمیدونم باید چیکار کنم هیچ عکس العملی نشون ندم واسه تولدش؟ یا چی؟,7,4.202201495977988,High
thread_12981137_starter,"سلام
دکتر دارو بهتون چیا داده؟ به من پماد موضعی کلوترمازول داده روزی دو بار. کم شده بود ولی دوباره که قطع کردم زیاد شده.
صبح ها که از خواب بیدار میشم مثل آب روان انگار ازم خارج میشم. شما هم اینجوری بودین؟ ولی خب بقیه روز اینجوری نیستم.
دکتر واسه شنبه نوبت داده",3,4.202514729098766,High
377574643,من قبلا لاغر بودم بعد زایمانهام پوست اضافی نیاوردم ولییییی ترک پوستی🤧😫تا دلت بخواد,1,3.19429591934022,Low
346444451,من تهرانی نیستم از طرف محل کارم معرفی شدم یک هفته ای وقت دادن. تمام آزمایش ها هم همون روز انجام دادم چون باید برمیگشتم شهرم.,1,3.194160345810815,Low
thread_15861502_starter,عزیزان برای اینکه راحتر سقط انجام بشه  چی میتونیم بخوریم,3,3.207558345719008,Moderate
278412666,"الهی😍 خدا حفظش کنه
نمیدونم چرا عاشق اینجور کارا شدم چندوقتیه تازه باردار هم نیستم هنوز
یادتون هست کع خانوما توی تاپیکایی کع میزدید چیا میگفتن؟ چیزایی که جدید باشه",1,3.188921848210157,Low
401016484,"من ۳ هفته تو ماه پنجم خونریزی پیدا کردم و استراحت مطلق شدم
والا مادرم و ۳ خواهرم تو شهر خودمونن فقط تلفنی احوالپرسی کردن
خودم پا میشدم غذا میپختم ظرف میشستج اما جارو هفته ای ی بار همسرم",5,4.228469429848701,High
thread_6236169_yaas1392_1400/01/20 20:40,"بارداری همینه بعد سونوی قلب استرس ان تی بعد انومالی بعد ازمایش دیابت و اینا بعد استرس زایمان
کلا همینه تازه اصل ماجرا بعد تولد بچه ست😑😂😂
خلاصه روزای روشن خداحافظ✋🏻😂😂",4,4.201404292769439,High
403182267,پسر من نه میشه بهش دارو داد نه هم میزاره سرم بزنم ۴سالشه اصلا گیر افتادم همون شیافم دیشب کلی گریه کرد 😓,5,4.226175268740917,High
thread_12607907_بانوآبی_1402/09/21 22:25,غلط کرده دهن کجی کرده بهش بگو ادم ناحسابی بفهم این مرده که تایین می کنه بچه دختر باشه یا پسر نه زن چون زن دوتا آللxx داره که یکیش به بچه میده مردxyکه این yکه تایین می کنه پسر باشه اگه ژن xبده دختر می شه بعدم پسر چه گِلی می خواد به سرش بزنه که دختر نمی تونه,3,3.190666738137224,Low
thread_17769815_starter,من تخمدان پلی کیستیک دارم. اخرین پریودم ۱۹ آذر بود. ۲۲ دی تا ۲۴ دی لکه های قهوه ای سبک و کم ازم ترشح شد. ۲۴ دی آزمایش بتا دادم و ۱۳/۹ بود. ۲۸ دی آزمایشو تکرار کردم و ۶۷/۷ بود.اما ۲۹ دی لکه های قهوه ای و قرمز ازم ترشح شد. رفتم دکتر سونو واژینال کرد گفت یه کیست میبینم  که الان خیلی ارزش صحبت نداره. دیواره رحم ضخامت مناسبی داره ک احتمال داخل رحمی بودن رو افزایش میده و اینکه چون فعلا اول بارداریه ساک بارداری قابل مشاهده نیست. بعد بهم شیاف پروژسترون داد که دوتا در روز استفاده کنم. ۱ بهمن ماه حجم خون کمی بیشتر شد و حساسیت سینم هم کم شد. ظهرش هم سه تا لخته سیاه اندازه نخود دفع کردم . بدون درد .۲ بهمن لکه بینیم دوباره سبک و قهوه ایه اما وقتی میرم دستشویی لخته های متصل و دراز مثل پریود دفع میکنم و بتام ۱۷۸ هست. عملا مثل پریودام کسی اینجوری نشده؟,4,6.1295200932218,Very High
thread_14822993_starter,"چقدر بدم میاد هر کی از راه میرسه بهمون میگه چرا بچه نمیارین؟ و شروع میکنه به نصیحت کردن
چرا فکر میکنن ما خودمون عقل نداریم و صلاح زندگیمونو نمیدونیم؟ چرا به ذهنشون خطور نمیکنه شاید کسی مشکل ناباروری داره اما نمیخواد دیگران بفهمن‌؟
جواب آدمای بی سواد و فضول رو چی بدم؟
تازه ما یکسال و نیمه عروسی کردیم یه سقط داشتم که نذاشتیم کسی بفهمه اما دیگران جوری بهمون بچه رو گوشزد میکنن انقد ۱۰ ساله ازدواج کردیم🥴",4,4.21243195306306,High
thread_17892579_starter,"مادرم وقتی نوزاد بودی گذاشت رفت بابامم معتاد
خواهر دوقلوی من نمیتونه راه بره مشکل ذهنی نداره
ولی خواهرم به شدت لجباز بد اخلاق کسی نمیتونه تحملش کنه
من براش کم نذاشتم اصلا تا دانشگاه بردمش کار پیدا کردم نکرد
دکتر بردمش چند صد میلیون همه زندگیمو فروختم خوب شده بود با عصا راه میزفت عاشق مرد متاهل شد خودکشی کرد از قبلم بدتر شد
مامانبزرگم فوت شده خواهرم الان اونجاست ولی موقته
بابام کمپ ترک اعتیاد خودم فرستادمش (چون معتاد بود تو خواستگاریم نیاوردمش خودش رفت ترک کنه)
بابام خونه داره زن دوم داره
من میدونم که از کمپ بیاد بیرون بمونه پیش زنش احتمالا نره سمت مواد
ولی زنش خواهرمو نگه نمیداره و طلاق میگیره و اگه طلاف بگیرن بابام باز از فرصت استغاده میکنه چون خونه خالی میوفتا دستش معتاد میشه
ولی خب خواهرمو چیکار کنم نمیره بهزیستی میگه وظیفتونه منو نگه دارین
درحالی که میدونم بابامم اونو نگه نمیداره وقتایی که اج میکنه عمدا دستشویی میکنه تو خونه جیغ میزنه
فقط دنبال شوهره میگه شما منو شوهر نمیدین
خلاصه من موندم نمیدونم باید چیکار کنم",9,5.895525606625597,High
334482053,"تو منو یاد خودم انداختی
واسه منم همینجور بود
تا هفته 30 همه چیز نرمال بود
هفته 32 که سونو دادم سیر به سمت IUGR زد
این نوشته همانا و شروع مکافات من همانا...
حتی IUGR ثابت شد و من هر روز سونوگرافی بودم
تهش گفتن رشدش تو 32 هفته متوقف شده...
بچه که به دنیا اومد حرفی که دکتر زد این بود که بچه کامله و شبیه IUGR ها نیست...",4,4.194813326557778,Moderate
342459145,"سلام
سلام
از نی نی یار سوال کنین.
تاریخچه ی مرورگر رو پاک کنین و دوباره توی تماس با ما بگین.
دقیق همون گزینه رو باید بزنین و بگین.
اگر نشد فردا با niniyar_3 حرف بزنین.",1,3.188346974361593,Low
359198355,"داداشم ۲.۵ سالش بود ختنه شد خیلی اذیت شد قبلش همش کرونا بود ترسدیم
ولی بچم خیلی اذیت شد تا دو روز جیش نکرد از ترس می‌ترسید
ولی یکی از فامیلامون زیر یک سالگی بردش ختنه‌اش کرد خیلی راحت بود
تازه زود تر هم خوب شد چون کوچیک تر بود
همین الان ببرش ولی پوشکش نکن زیرش پارچه و چی بنداز",2,4.223207610244572,High
387901847,"گاهی وقتا حس کلافگی و تنگی نفس و درد تو شکم دارم
پفففف انقذ میترسم از انقباض 🥲هنوز ۲۹هفتمه زود نیس آخه برا انقباض
باید تو طول روز بشمارم؟",5,4.220530942287951,High
368185435,"خبر بد دادن عزیزم😔
باید برم برای سقط 😭😭",3,4.205903944957562,High
339258407,"سلام دختر من با این مشکل به دنیا اومد
درز جلو پیشونی تو جنین‌ ینی وقتی حامله ای بچه تو رحم هست بسته میشه اسم اون درز هست متوپیک
اون باید باز باشه تا جمجمه رشد کنه،
اون که بسته میشه نمیزاره مغز از اونجا رشد کنه
و جمجمه یه حالت مثلث مانند و تیز مابین ابروها میشه عین قله
ولی خدا رو شکر این مشکل که یه ناهنجاری ژنتیک هست
راه‌حل درمانی داره
اونم عمل هست
عمل یک ساعته تحت بیهوشی یکی دو سانت بالای پیشونی رو باز کرده و درز رو باز میکنن
بعد کلاه فرم دهی میدهن که باید سر بچه بزاری بعد عمل
دور سر بچه های تریگونوسفالی کوچکتر از بقیه بچه ها و رشد دور سر هم کمتر از بقیه بچه ها هست
بازم هر سوالی داری بپرس",3,4.204966137973315,High
thread_8731189_دخمل_احساس_1401/03/06 19:06,بی بی چک یک هفته باید بگزره بعد الان نشون نمی‌ده .‌‌‌‌‌‌‌اره خودمم حساسم ولی چه کنم واقعا نمیدونم,2,3.196032391497283,Low
331296218,نترس ن درد داره ن ترس راحته راحته,1,4.224499485977503,High
thread_13564036_starter,"به آسمان نگاه میکنم
نظاره گر رحمت الهی هستم...
کوه و کوهپایه همه سبز شدند...
چقدر بهار دیدنی شده...
ممکن است  در دل من هم میوه ای جوانه زده باشد؟
خداوندا فقط وفقط تو میدانی...
دلم گرفته است...
چه بگویم؟ از بی بی چکِ منفی که به من دهن کجی میکند؟
از دلدرد تهدید آمیزی که که هر بار پتکِ غم و غصه را محکم بر سرم میکوبد و اشک از چشمانم سرازیر میکند؟
از درد و کبودی بدنم که یاد آورِ زخم های انتظار و آمپول های فراوان است...
خدایا هوای دلم را داشته باش...
کمک کن مثبت شود
که اگر نشودمن چگونه از این همه غم قامت راست کنم
نمیتوانم😔",5,6.006582575286302,Very High
thread_6358267_starter,"سلام بچها
امروز خونه مادر شوهرم فقط ما افطاری دعوت بودیم و قبلش همسرم دقیقا ۲ تا ۳ ساعت قبل اذان میگفت بریم بریم
من بهش گفتم بزار یه ساعت بعد میریم خلاصه کلی کج خلقی کرد با من که ....دلایل الکی و پوچ
من هم گفتم باردارم الان وضعیتم فرق میکنه مثل قدیما نمیتونم بشینم اما انگار گوشش بدهکار نیست
بهم قول داد آخر شب ویاری ک کردم رو برام از بیرون بخره اما انکار ن انگار و باهم قرار گذاشتیم منو زودتر بیاره خونه چون من واقعا کمر درد اذیتم میکنه خونه خودم راحت ترم حتی خونه مادرم به زور میرم.
دوبااااره باد کرد و قیافه گرفت که چرا من زودتر از اون میرم حالا هم خودش خونه مادرشه گفته دیرتر میاد
من که برام مهم نیست اما موقع خدافظی دوبار ازش خداحافظی کردم جوابمو نداد منم عصبی شدم در رو محکم بستم بعد چند دقیقه زنگ زد هرچی دلش خواست بارم کرد منم ازش میترسم شب بیاد
اصلا نمیدونم چیکار کنم هر چقد ارامشمو حفظ میکنم بخاطر بچه م اما شوهرم اصلا متوجه نیست
شما یه راهکار بدید امشب چطور برخورد کنم
فعلا خودمو زدم ب خواب بنظرتون درسته اینکار؟",6,5.911257555853808,Very High
371075891,تروخدا بگین مردم از استرس,7,3.200228309984404,Moderate
402712616,"همون متیل آرگون رو بخور
طناب زیاد بزن ،بپر بپر بکن ،پله زیاد بالا پایین برو ،سیاه دونه بخور ، دم نوش آویشن بخور
یه کاری کن که تو پریودت خونریزی بیشتر بشه",2,3.204639145546025,Moderate
368980273,عزیزم نکن تورو خدا نکن من چهارساله ارزو بچه دارم بخدا از دکترا ناامید شدم ی خارج رحمی خدا بهم داد ک 😭😭 خواهش میکنم نکن من حاضرم فرش زیر پامو بفروشم ی بچه سالم داشته باشمم خدا بهت داده مفت و مجانی من کلی پول خرج کردم الانم میگن ای وی اف کلی خرج کنم کلی برم بیام شایدد شاید بشه بخدا جیگرم اتیش میگیره بچه نوزاد یا زن حامله میبینم شوهر من برعکس شوهر تو مدام میگ میشه یعنی باردار ببینمت🥲🥲کلی لباس بچه خریدم ولییی خدا مارو لایق ندیده لایق مادری باش خواهش میکنم,5,5.884967003003112,High
246934094,باید نزدیکش باشم نمیشه تنهاش گذاشت. مشکلای زیادی داره پسرم... چی بگم... 😔,3,3.204488043273159,Moderate
288054383,دقیقا همینو بهش میگم... میگم تو قبلا این چیزا رو نمی‌خواستم الان چرا ولی برعکس هرشب میخوای میگه خودمم نمی‌دونم چند شده و شهوتم زده بالا و اصلا کاش یه قرص بود میخوردم و ... ولی همش الکی خودم حس میکنم دیدن این فیلم ها و حرف زدن راجب زن های دیگه آنقدر بهش مزه داده که همش دنبال  این رابطه ست...,3,3.204265465948993,Moderate
thread_12607907_starter,سلام بچها خیلی ناراحتم من یه دختر شش ساله داره امروزم سیزده هفته رفتم سونو ان تی گفتن هفتاد درصد دختره از ترس ناراحتی شوهرم گفتم دکتر گفته پسره ولی نتونستم تحمل کنم الان گفتم بهم گفتن دختره اگه بدونین چقدر و چند درجه تغیر کرد حتی بلند شد رفت یجا دیگه خوابید و همش گفت من دختر نمیخوام یکی داریم بسه چیکار کنم اروم بشه و کنار بیاد باهاش؟جالب اینجاست خانوادشونم کامل دخترزاهستن یجورایی ارثیه,4,6.085017380628415,Very High
thread_15938999_starter,"اینجا مامانی بوده بره مرکز ژنتیک کریمی نژاد و اونها بفرستندش پیش دکتر حقیقی برای آمنیوسنتز ؟ تجربه ای با دکتر حقیقی دارید؟
در ضمن مامانی بوده که آزمایش سلفری (NIPT) ش های ریسک باشه برای تریزومی ۱۸؟",2,5.922866239343421,Very High
385312184,به خدا که مال من از هفته های اول درد داشتم بعد که بزرگ شدو از حالت بریج در اومد راحت شدم همه چیز هم برام نرمال بود وبارداری ناخواسته هم بود,2,4.192783649476041,Moderate
thread_11470394_starter,"بچه ها میگم
آدم میشه یه ماه دانشگاه دولتی بخونه  و انصراف بده ؟
منظورم اینه مهر قثی بخونی بعد انصراف بدی
میشه ؟
پرسیدم بعضیا میگن نه حتنما باید  یه ترم بخونی کامل یاد انصراف بدی بعضیا میگن میشه ولی باید پنجاه میلیون بدی بعضیا میگن میشه ولی از کنکور‌محروم میشی
آخر یعنی چی
یعنی نمیشه مهر برم دانشگاه یه ماه بخونم بعد انصراف بدم ؟😥",2,5.920829325397335,Very High
357874558,عزیزم شاید خانواده عوضیش جادو جنبلش کردن ،شوهر منم مثل شمر بود تا یه چیز می گفتم حمله می کرد ،تو بارداری بچم انقد وحشی بازی درآورد از ترسم دیگه حامله نشدم ،بعدها فهمیدم سحر کرده بودنمون ،با سوره بقره و قرآن و نماز ..الان خیلی بهتره ...البته اوایل که می خوندم بدتر شده بود چون موکل طلسم می خواد فشار بیاره که نخونی و ادامه ندی ...خدا نابودشون کنه اونایی که سحر می زنن من که حلال نمی کنم,4,4.192282237669133,Moderate
363817367,"نه دختره
الان دارم گریه میکنم از درد
وای خونم ترکیده
تک و تنهام یکی هم نیست دستم آب بده
دشویی هم نمیتونم برم باید کسی باشه زیر بغلمو بگیره بلندم کنه😭
نیم ساعت پیش رفتم دشویی دهنم صاف شد از درد",8,5.981278501953057,Very High
413420821,منظورم ثروتمنده  وگرنه داشتن کار خوب و خونه و ماشین خودم در توانم هست بگیرم( البته خونه کوچیک در حد مسکن مهر اینا میتونم بگیرم) و به کسی که اینهارو داشته باشه پولدار نمیگم. میخوام با کسی ازدواج کنم از خودم بالاتر باشه.,1,3.194071920862825,Low
308273264,"اره قشنگم
نوشته حرکات و ضربان قلب نرمال و منظمه
قل سمت چپ تصویرت هم هست شکر خدا سالمه
اما متاسفانه اونیکی ضربان قلب نداره انگار
فوریییی برو دکتر زنان اصلا معطل نکنیاااا!
ببین تکلیف اونیکی قل چیه
خدایی نکرده اگر کلا ناقص باشه باید پیگیری کنی اونیکی اسیب نبینه
باید پیگیرش باشی",4,4.195681583412807,Moderate
thread_16418751_starter,"اینجا مینویسم تا اگر کسی مشابه حال منو داره به دردش بخوره
من از پایان هفته ششم ویار و تهوع شدیدن شروع شد
به همراه سرگیجه
تهوع و سرگیجه خیلی خیلی شدید
که نه میتونستم چیزی بخورم نه یک قطره آب
و همش گریه میکردم و خوابیده بودم
چند روز گذشت حالم بدتر شد
وزن کم کردم
پوستم خشک شد …. ادامه دارد",7,5.999328911746296,Very High
325688654,"من سحر خیزم ۶ و نیم بیدار میشم
خونه خودمه و تنهام البته پدرم چند وقتیه فوت شده به مامانم زیاد سری میزنم
من کتاب شکرگزاری راندا برن رو همراه تمرین روزش انجام میدم
خیلی ارتعاشت خوب میشه
دوره های دکتر سیدمجتبی حورایی خیلی خوبه توی اینستا بزن پیششون میاد بایو پیجش شرایط ثبت نامش هست .کلا ارتعاشات خوب بفرست به خونه و زندگیت و ادمها حالت عالی میشه",1,3.190445191054096,Low
412842019,"منم سر دختر اول قرص از درمانگاه دادن شیردهی بهش میگفتن فک کنم پریود نشدم یه ماه
هنوز اون لحظه که با گریه با بی بی چک اومدم تو اتاق یادمه شدن شیر به شیر ولی انقد خستمه هرکی از بچه اسم میبره حالم بد میشه
ولی ماشالا به روحیه ی شما خدا براتون حفظشون کنه",3,4.191566877079822,Moderate
thread_12853035_starter,خانما من دیشب دخترداییم خونمون بود بعد جاتون خالی هوس لازانیا کرده بودم نمک غذارو اون زد وقتی اومدم بخورم دیدم شوره اما چون خیلی دلم میخواست و چیز دیگه ای نبود همونو خوردم کلا در طول روز زیاد نمک و چیزهای شور نمی‌خورم الان عذاب وجدان و استرس گرفتم آخه میگن بچه خفه میشه ۹ هفتمه,5,6.035911499711801,Very High
354054400,من ندادم همیشه هم برای توجیه خودم میگفتم قدیما که هیچکس به بچش نمیداد مگه چی شد نه خودم ویتامین خوردم نه به پسرم دادم هیچ چی,2,3.189723451570899,Low
274322446,"فکر میکردم عالی میشه این ماه ولی نبود
هرشب ترس از زلزله دارم
دو روزه دخترم آبله مرغون گرفته
از اونطرف هم خونه تکونیم مونده با وضعیت دخترم نمیتونم انجام بدم خیلی خستم کلا
کاش زودتر این ماه تموم شه",6,4.202170358266812,High
397698090,پسر هم هست وای ب حال من 😭,2,3.192973956007336,Low
413975039,بله 75 متره اسفند تموم کردیم هزینه با توجه به مصالحی ک استفاده میکنی متغیره ولی از بعد جنگ هزینه ها سرسام آور رفته بالا دو سه برابر,1,3.203775291563943,Moderate
thread_15749264_starter,"من ۴ماهه پسرم ب دنیا اومده
قبل به دنیا اومدنش میدونستیم
ولی وقتی ب دنیا اومد
مردم و زنده شده
پشت سرش صاف بود
هر شب کارم شده بود گریه و اینکه بیام سایت مطالب تکراری رو بخونم تا شاید یکم اروم بشم
شاید این تاپیک دلگرمی بشه برای خیلیا",5,5.965881718810124,Very High
334602930,نه والا.من دوتا دارم دیگم با بارداری خداحافظی کردم....,1,3.198173160621081,Low
357132305,پسرم برخورده وزنش زیاده هنوزم راه نمیره مشکلات مالی هم که همیشه هست اینکه خودمم باید محدود کنم به تو خونه موندن از خودم باید کامل دست بکشم و بقول دوستمون احتمال خیانت هم هست,6,4.220361196967133,High
thread_14442049_starter,بچه ها تورو خدا بگین من الان ازاین بعد باید چه رفتاری داشته باشم من باردارم یک ماه و خوردی و بارداریم هم پرخطره با هزارتا قرص و امپول باردار شدم امروز رفتم خونه مادرشوهرم منو گذاشته پای گاز که غذا بپز خودشم هیچ کاری نداشت اگر کار داشت خب حرفی نبود واسه خودش چایی و میوه برد نشست جلو تلوزیون اینقدر دل درد و کمر دارم که نگو شدید ترهم شده الان نشسته بودیم یهو عمه شوهرم اومد من سلام کردم متوجه نشد دوباره سلام کردم گفت ببخشید شلوغه اینجا نفهمیدم منم گفتم خواهش میکنم متوجه شدم یه بار سلام دادم نشنیدید گفتم متوجه نشدید شما ببخشید ازاون مادر شوهرم میگه صدا این از ته چاه درمیاد و تیکه انداخت بهم دکترم گفته باماسک برو اگر جایی میری به زور ماسک منو کشیده پایین که ببینم ژلی چیزی نزده باشی به شوهرم گفتم پاشو بریم گفت چیشده منم تعریف کردم میگه حالا مگع چیشده و طرف مادرشو گرفت منم گفتم غلط میکنه اینجوری بامن حرف میزنه خسته شدم دیگه ازدستش اقا بامن قهرمیکنه که چرا به مادرم اینجور میگی,6,6.035953362021246,Very High
274477548,"کلا تو بارداری کلی حس ها و دردهای مختلف تجربه میشه که ممکنه برای همه یکسان نباشه
مامان شدنت مبارک",1,3.194472880086323,Low
thread_15488247_starter,عزیزان من تو آزمایش اول غربالگری های ریسک بودم و سنمم ۴۰ آزمایش سلفری دادم ریسک پایین داد ولی باز هم دکترم میگه ما سن ۴۰ می‌فرستیم آمنیو ولی با توجه به اینکه من هماتوم دارم میترسم سقط یا ......,5,6.039544774324895,Very High
336287996,خیلیم وزنم اوکی نیست ولی زیادیم بالانرفته وزن ۷۸باردارشدم الان ۸۶هستم دوونیم ماهم مونده تا زایمانم,1,3.20117144476535,Moderate
thread_16537825_starter,الان ۱۶ هفته و ۳ روزمه آخرین سونو که دادم ۲۰ تیر بود که ۳ روز بعدش جنگ شد و بنا به دلایلی مجبور شدم تهران بمونم اما خدا می دونه که چقدر استرس کشیدم خونمونم جای حساسیه هر شب از غروب تا خود صبح با صدای انفجار و پدافند از خواب می پریدم و تپش قلب می گرفتم الانم که اون روزا تموم شده دائم استرس دارم و بهانه می گیرم و گریه می کنم دست خودم نیست افسرده و عصبی شدم,7,6.129156786933891,Very High
318805006,ینی احتمالش کمه و خیالم راحت باشه؟؟,2,3.207091811493228,Moderate
